_id,Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
806,250917-23,2025-09-19T00:00:00,40103023035,ĶĪMIĶIS,Pakalpojumi,9.890,9.890,Viena vesela slodze,Normālais darba laiks,40,2025-10-07T00:00:00,"","Darba vieta: Dzintara iela 60, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426996111
807,250917-30,2025-09-17T00:00:00,40103023035,GALVENAIS ENERĢĒTIĶIS,Būvniecība / Nekustamais īpašums,2700.000,2700.000,Viena vesela slodze,"",40,2025-10-07T00:00:00,"","Zigfrīda Annas Meierovica bulvāris 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426999510
808,250917-39,2025-09-17T00:00:00,40103023035,BŪVDARBU VADĪTĀJS,Būvniecība / Nekustamais īpašums,3000.000,3000.000,Viena vesela slodze,Normālais darba laiks,40,2025-10-07T00:00:00,"","Zigfrīda Annas Meierovica bulvāris 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427003524
809,250826-184,2025-08-28T00:00:00,40003032065,Pamatdarbības struktūrvienības VADĪTĀJA VIETNIEKS/ DIREKTORA VIETNIEKS (būvniecības jomā),Būvniecība / Nekustamais īpašums,4300.000,4300.000,Viena vesela slodze,"",,2025-09-26T00:00:00,"","Emīlijas Benjamiņas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424714944
810,250828-113,2025-08-29T00:00:00,40003032065,Informācijas tehnoloģiju projektu VADĪTĀJS,Informācijas tehnoloģijas / Telekomunikācijas,2200.000,2800.000,Viena vesela slodze,"",,2025-09-28T00:00:00,"","Vilhelma Purvīša iela 21, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424957518
811,250829-124,2025-08-29T00:00:00,40003032065,ANALĪTIĶIS,Transports / Loģistika,2000.000,2200.000,Viena vesela slodze,"",,2025-09-29T00:00:00,"","Emīlijas Benjamiņas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425056585
812,250919-68,2025-09-19T00:00:00,40003032065,INŽENIERTEHNISKO BŪVJU REMONTA STRĀDNIEKS,Transports / Loģistika,1350.000,1350.000,Viena vesela slodze,"",,2025-10-18T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/427291167
813,250919-83,2025-09-19T00:00:00,40003032065,SLIEŽU CEĻU MONTIERIS,Transports / Loģistika,1260.000,1260.000,Viena vesela slodze,"",,2025-10-18T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/427296615
814,250919-89,2025-09-19T00:00:00,40003032065,SLIEŽU CEĻU MONTIERIS,Transports / Loģistika,1210.000,1210.000,Viena vesela slodze,"",,2025-10-18T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/427298164
815,250919-70,2025-09-19T00:00:00,40003032065,SLIEŽU CEĻU BRIGADIERIS,Transports / Loģistika,1550.000,1550.000,Viena vesela slodze,Normālais darba laiks,,2025-10-18T00:00:00,"","Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427292491
816,250919-79,2025-09-19T00:00:00,40003032065,SLIEŽU CEĻU MONTIERIS,Transports / Loģistika,1210.000,1210.000,Viena vesela slodze,Normālais darba laiks,,2025-10-18T00:00:00,"","Ogre, Ogres nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427296037
817,250919-77,2025-09-19T00:00:00,40003032065,SLIEŽU CEĻU SAIMNIECĪBAS TEHNIĶIS,Transports / Loģistika,1800.000,1800.000,Viena vesela slodze,"",,2025-10-18T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/427294140
818,250919-78,2025-09-19T00:00:00,40003032065,SLIEŽU CEĻU MONTIERIS,Transports / Loģistika,1210.000,1210.000,Viena vesela slodze,"",,2025-10-17T00:00:00,"","Olaine, Olaines nov.",https://cvvp.nva.gov.lv/#/pub/vakances/427294627
819,250919-126,2025-09-19T00:00:00,40003032065,PROJEKTU ASISTENTS,Būvniecība / Nekustamais īpašums,1700.000,1800.000,Viena vesela slodze,"",,2025-10-18T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/427324671
820,250919-85,2025-09-19T00:00:00,40003032065,SLIEŽU CEĻU SAIMNIECĪBAS TEHNIĶIS,Transports / Loģistika,1900.000,1900.000,Viena vesela slodze,"",,2025-10-18T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/427296866
821,250919-92,2025-09-19T00:00:00,40003032065,SLIEŽU CEĻU BRIGADIERIS,Transports / Loģistika,1550.000,1550.000,Viena vesela slodze,"",,2025-10-18T00:00:00,"",Salaspils nov.,https://cvvp.nva.gov.lv/#/pub/vakances/427299052
822,250903-117,2025-09-03T00:00:00,40003032065,PERSONĀLA VADĪTĀJS,Vadība / Administrēšana,2000.000,2200.000,Viena vesela slodze,"",,2025-09-30T00:00:00,"","Emīlijas Benjamiņas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425573045
823,250916-181,2025-09-16T00:00:00,40003032065,Būvniecības projektu VADĪTĀJS,Būvniecība / Nekustamais īpašums,3500.000,3500.000,Viena vesela slodze,"",,2025-10-15T00:00:00,"","Emīlijas Benjamiņas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426913695
824,250918-88,2025-09-18T00:00:00,40003032065,ĒKU BŪVINŽENIERIS,Būvniecība / Nekustamais īpašums,1920.000,1920.000,Viena vesela slodze,"",,2025-10-17T00:00:00,"","Emīlijas Benjamiņas iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427187741
825,250825-150,2025-08-26T00:00:00,90000025357,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1390.000,1390.000,"","",,2025-09-30T00:00:00,"","Gaiziņa iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424582788
826,250825-152,2025-08-26T00:00:00,90000025357,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1390.000,1390.000,"","",,2025-09-30T00:00:00,"","Gaiziņa iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424583031
827,250825-82,2025-08-25T00:00:00,90000025357,VISPĀRĒJĀS VIDĒJĀS IZGLĪTĪBAS SKOLOTĀJS,Izglītība / Zinātne,1390.000,1390.000,"","",,2025-09-30T00:00:00,"","Gaiziņa iela 3, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424525514
828,250919-96,2025-09-19T00:00:00,90000069281,VADĪTĀJS /DIREKTORS /PĀRVALDNIEKS (INFORMĀCIJAS UN KOMUNIKĀCIJAS TEHNOLOĢIJU JOMĀ),Valsts pārvalde,4260.000,4650.000,Viena vesela slodze,Normālais darba laiks,,2025-10-03T00:00:00,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427300658
829,250731-84,2025-07-31T00:00:00,90000068977,EKSPERTS,Izglītība / Zinātne,2096.000,2096.000,Viena vesela slodze,"",,2025-11-30T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/422145772
830,250825-66,2025-08-25T00:00:00,90000068977,Zinātniskais ASISTENTS,Izglītība / Zinātne,6.000,6.000,Nepilna slodze,Nepilnais darba laiks,,2025-09-25T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/424516671
831,250919-25,2025-09-19T00:00:00,90000068977,LEKTORS,Izglītība / Zinātne,1169.000,1169.000,Viena vesela slodze,"",,2025-10-17T00:00:00,"","Lielā iela 14, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/427256266
832,250902-141,2025-09-02T00:00:00,90000068977,PĒTNIEKS,Izglītība / Zinātne,1000.000,1700.000,Nepilna slodze,"",,2025-10-02T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/425398863
833,250902-199,2025-09-15T00:00:00,90000068977,LEKTORS,Izglītība / Zinātne,1169.000,1169.000,Viena vesela slodze,"",,2025-10-02T00:00:00,"",Liepāja,https://cvvp.nva.gov.lv/#/pub/vakances/425435724
834,250910-108,2025-09-10T00:00:00,90000068977,PĒTNIEKS,Izglītība / Zinātne,3115.280,3115.280,Viena vesela slodze,Normālais darba laiks,,2025-10-31T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/426362738
835,250911-167,2025-09-15T00:00:00,90000068977,LEKTORS,Izglītība / Zinātne,1169.000,1169.000,Viena vesela slodze,"",,2025-10-10T00:00:00,"","Lielā iela 14, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/426533764
836,250912-57,2025-09-15T00:00:00,90000068977,LEKTORS,Izglītība / Zinātne,1169.000,1169.000,Viena vesela slodze,"",,2025-10-10T00:00:00,"","Lielā iela 14, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/426593523
837,250912-69,2025-09-12T00:00:00,90000068977,PĒTNIEKS,Izglītība / Zinātne,11.000,14.000,Viena vesela slodze,"",,2025-10-10T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/426600245
838,250912-95,2025-09-15T00:00:00,90000068977,DOCENTS,Izglītība / Zinātne,1460.000,1460.000,Viena vesela slodze,"",,2025-10-10T00:00:00,"","Lielā iela 14, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/426607420
839,250912-111,2025-09-15T00:00:00,90000068977,PĒTNIEKS,Izglītība / Zinātne,627.280,627.280,"","",,2025-10-10T00:00:00,"","Lielā iela 14, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/426615190
840,250912-123,2025-09-15T00:00:00,90000068977,PĒTNIEKS,Izglītība / Zinātne,19.000,19.000,Nepilna slodze,"",,2025-10-10T00:00:00,"","Lielā iela 14, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/426622807
841,250912-165,2025-09-12T00:00:00,90000068977,PĒTNIEKS,Izglītība / Zinātne,600.000,750.000,Nepilna slodze,"",,2025-10-12T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/426646460
842,250912-167,2025-09-12T00:00:00,90000068977,DOCENTS,Izglītība / Zinātne,600.000,750.000,Nepilna slodze,"",,2025-10-12T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/426646739
843,250915-8,2025-09-15T00:00:00,90000068977,Zinātniskais ASISTENTS,Izglītība / Zinātne,700.000,1900.000,Nepilna slodze,"",,2025-10-13T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/426693581
844,250915-12,2025-09-15T00:00:00,90000068977,Zinātniskais ASISTENTS,Izglītība / Zinātne,1900.000,2700.000,Nepilna slodze,"",,2025-10-13T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/426695706
845,250915-15,2025-09-15T00:00:00,90000068977,LEKTORS,Izglītība / Zinātne,1169.000,1169.000,Viena vesela slodze,"",,2025-10-13T00:00:00,"","Lielā iela 14, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/426699293
846,250915-18,2025-09-15T00:00:00,90000068977,Zinātniskais ASISTENTS,Izglītība / Zinātne,10.000,10.000,Nepilna slodze,"",,2025-10-13T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/426704950
847,250915-25,2025-09-15T00:00:00,90000068977,PĒTNIEKS,Izglītība / Zinātne,3116.820,3116.820,Viena vesela slodze,"",,2025-10-13T00:00:00,"",Rīga,https://cvvp.nva.gov.lv/#/pub/vakances/426709122
848,250730-85,2025-07-30T00:00:00,90002200523,SKOLOTĀJA PALĪGS,Izglītība / Zinātne,845.000,845.000,Viena vesela slodze,Normālais darba laiks,40,2025-09-28T00:00:00,"","Hipokrāta iela 25, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422025221
849,250702-178,2025-08-29T00:00:00,40003439279,FIZIKĀLĀS UN REHABILITĀCIJAS MEDICĪNAS ĀRSTS,Veselības aprūpe / Sociālā aprūpe,3000.000,3000.000,Nepilna slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419472032
850,250702-180,2025-08-29T00:00:00,40003439279,NEFROLOGS,Veselības aprūpe / Sociālā aprūpe,3000.000,3000.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419473237
851,250702-183,2025-08-29T00:00:00,40003439279,ARODVESELĪBAS UN ARODSLIMĪBU ĀRSTS,Veselības aprūpe / Sociālā aprūpe,750.000,750.000,Nepilna slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419474653
852,250702-187,2025-08-29T00:00:00,40003439279,PSIHIATRS,Veselības aprūpe / Sociālā aprūpe,2200.000,2200.000,Nepilna slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419475672
853,250702-188,2025-08-29T00:00:00,40003439279,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419477431
854,250702-191,2025-08-29T00:00:00,40003439279,REIMATOLOGS,Veselības aprūpe / Sociālā aprūpe,3300.000,3300.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419479697
855,250702-193,2025-08-29T00:00:00,40003439279,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,4000.000,4000.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419481475
856,250702-199,2025-08-29T00:00:00,40003439279,BĒRNU GASTROENTEROLOGS,Veselības aprūpe / Sociālā aprūpe,3300.000,3300.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419482793
857,250702-200,2025-08-29T00:00:00,40003439279,PNEIMONOLOGS,Veselības aprūpe / Sociālā aprūpe,3300.000,3300.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419486754
858,250702-206,2025-08-29T00:00:00,40003439279,"TRAUMATOLOGS, ORTOPĒDS",Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Nepilna slodze,"",,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419490222
859,250603-72,2025-08-29T00:00:00,40003439279,MĀSA/ vispārējās aprūpes MĀSA perioperatīvajā aprūpē,Veselības aprūpe / Sociālā aprūpe,1544.000,1725.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416599495
860,250702-211,2025-08-29T00:00:00,40003439279,SANITĀRS,Veselības aprūpe / Sociālā aprūpe,1000.000,1000.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419496618
861,250307-118,2025-08-29T00:00:00,40003439279,FIZIOTERAPEITS,Veselības aprūpe / Sociālā aprūpe,1100.000,1100.000,Nepilna slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/407738022
862,250307-129,2025-08-29T00:00:00,40003439279,ĀRSTS (STAŽIERIS),Veselības aprūpe / Sociālā aprūpe,2400.000,2400.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/407741173
863,250307-123,2025-08-29T00:00:00,40003439279,KARDIOLOGS,Veselības aprūpe / Sociālā aprūpe,3000.000,3000.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/407739891
864,250703-122,2025-08-29T00:00:00,40003439279,MĀSAS PALĪGS,Veselības aprūpe / Sociālā aprūpe,1065.000,1065.000,Viena vesela slodze,"",,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/419666099
865,250806-1,2025-08-29T00:00:00,40003439279,ĀRSTS,Veselības aprūpe / Sociālā aprūpe,2060.000,2060.000,Viena vesela slodze,Normālais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/422778294
866,250918-144,2025-09-18T00:00:00,40003439279,Medicīnas ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1000.000,1000.000,Viena vesela slodze,Normālais darba laiks,,2025-10-17T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427225708
867,250829-24,2025-08-29T00:00:00,40003439279,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,1140.000,1140.000,Viena vesela slodze,Normālais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424995781
868,250829-27,2025-08-29T00:00:00,40003439279,GASTROENTEROLOGS,Veselības aprūpe / Sociālā aprūpe,6000.000,6000.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424998313
869,250829-31,2025-09-16T00:00:00,40003439279,RADIOGRĀFERS,Veselības aprūpe / Sociālā aprūpe,715.000,790.000,Nepilna slodze,Summētais darba laiks,,2025-10-19T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/424999572
870,250829-33,2025-09-16T00:00:00,40003439279,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,715.000,790.000,Nepilna slodze,Summētais darba laiks,,2025-10-19T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425000603
871,250829-35,2025-08-29T00:00:00,40003439279,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425002969
872,250829-37,2025-08-29T00:00:00,40003439279,ALERGOLOGS,Veselības aprūpe / Sociālā aprūpe,3000.000,3000.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425004769
873,250829-41,2025-08-29T00:00:00,40003439279,SOCIĀLAIS REHABILITĒTĀJS,Veselības aprūpe / Sociālā aprūpe,1100.000,1100.000,Viena vesela slodze,Normālais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425006351
874,250829-44,2025-08-29T00:00:00,40003439279,OTOLARINGOLOGS,Veselības aprūpe / Sociālā aprūpe,3300.000,3300.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425008569
875,250829-64,2025-08-29T00:00:00,40003439279,LOGOPĒDS,Veselības aprūpe / Sociālā aprūpe,3000.000,3000.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425024191
876,250829-65,2025-08-29T00:00:00,40003439279,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1485.000,1485.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425024715
877,250829-68,2025-08-29T00:00:00,40003439279,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,1800.000,1800.000,Nepilna slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425025175
878,250829-71,2025-08-29T00:00:00,40003439279,UROLOGS,Veselības aprūpe / Sociālā aprūpe,4500.000,4500.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425030217
879,250829-74,2025-08-29T00:00:00,40003439279,"GINEKOLOGS, DZEMDĪBU SPECIĀLISTS",Veselības aprūpe / Sociālā aprūpe,4500.000,4500.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425032112
880,250901-3,2025-09-01T00:00:00,40003439279,MASIERIS (TREŠĀ LĪMEŅA KVALIFIKĀCIJA),Veselības aprūpe / Sociālā aprūpe,700.000,700.000,Nepilna slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425114958
881,250903-98,2025-09-03T00:00:00,40003439279,ZOBĀRSTA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,635.000,635.000,Nepilna slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425560426
882,250903-110,2025-09-03T00:00:00,40003439279,APKOPĒJS,Cita,784.000,784.000,Viena vesela slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425566701
883,250905-100,2025-09-05T00:00:00,40003439279,KURJERS,Veselības aprūpe / Sociālā aprūpe,420.000,420.000,Nepilna slodze,Summētais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/425872128
884,250916-185,2025-09-16T00:00:00,40003439279,AMBULATORĀS APRŪPES ĀRSTA PALĪGS,Veselības aprūpe / Sociālā aprūpe,1550.000,1700.000,Viena vesela slodze,Normālais darba laiks,,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426914678
885,250602-69,2025-08-29T00:00:00,40003439279,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,1800.000,1800.000,Nepilna slodze,"",,2025-09-29T00:00:00,"","Bruņinieku iela 5 k-2, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416404249
